CROP,DISTRICT,YEAR,SEASON,AREA,PRODUCTION
Keshari,East Bardhaman,"2,018",Rabi       ,"2,410","1,965"
Keshari,East Bardhaman,"2,019",Rabi       ,"2,380","2,676"
Keshari,Purulia,"1,997",Rabi       ,586,800
Keshari,Purulia,"1,998",Rabi       ,42,40
Keshari,Purulia,"1,999",Rabi       ,68,79
Keshari,Purulia,"2,000",Rabi       ,396,360
Keshari,Purulia,"2,001",Rabi       ,131,97
Keshari,Purulia,"2,002",Rabi       ,68,30
Keshari,Purulia,"2,003",Rabi       ,213,121
Keshari,Purulia,"2,004",Rabi       ,165,84
Keshari,Purulia,"2,005",Rabi       ,167,63
Keshari,Purulia,"2,006",Rabi       ,63,21
Keshari,Purulia,"2,007",Rabi       ,139,58
Keshari,Purulia,"2,008",Rabi       ,2,
Keshari,Purulia,"2,009",Rabi       ,21,8
Keshari,Purulia,"2,010",Rabi       ,25,33
Keshari,Purulia,"2,012",Rabi       ,54,62
Keshari,Purulia,"2,013",Rabi       ,146,125
Keshari,Purulia,"2,014",Rabi       ,146,126
Keshari,Purulia,"2,015",Rabi       ,184,135
Keshari,Purulia,"2,016",Rabi       ,210,237
Keshari,Purulia,"2,017",Rabi       ,"2,515","2,091"
Keshari,Purulia,"2,018",Rabi       ,"2,305","2,369"
Keshari,Purulia,"2,019",Rabi       ,"4,000","6,190"
Soyabean,Bankura,"1,997",Kharif     ,338,168
Soyabean,Bankura,"1,998",Kharif     ,103,40
Soyabean,Bankura,"1,999",Kharif     ,56,31
Soyabean,Bankura,"2,000",Kharif     ,22,13
Soyabean,Bankura,"2,001",Kharif     ,11,6
Soyabean,Bankura,"2,002",Kharif     ,3,1
Soyabean,Bankura,"2,003",Kharif     ,11,7
Soyabean,Bankura,"2,004",Kharif     ,7,3
Soyabean,Bankura,"2,005",Kharif     ,14,9
Soyabean,Bankura,"2,006",Kharif     ,3,1
Soyabean,Bankura,"2,007",Kharif     ,3,1
Soyabean,Bankura,"2,008",Kharif     ,4,1
Soyabean,Birbhum,"1,997",Kharif     ,91,410
Soyabean,Birbhum,"1,998",Kharif     ,15,7
Soyabean,Birbhum,"1,999",Kharif     ,78,36
Soyabean,Birbhum,"2,000",Kharif     ,11,5
Soyabean,Birbhum,"2,001",Kharif     ,5,2
Soyabean,Birbhum,"2,002",Kharif     ,17,8
Soyabean,Birbhum,"2,004",Kharif     ,45,21
Soyabean,Birbhum,"2,005",Kharif     ,56,27
Soyabean,Birbhum,"2,006",Kharif     ,32,16
Soyabean,Birbhum,"2,007",Kharif     ,41,22
Soyabean,Birbhum,"2,008",Kharif     ,42,23
Soyabean,Birbhum,"2,009",Kharif     ,49,27
Soyabean,Birbhum,"2,010",Kharif     ,44,24
Soyabean,Birbhum,"2,011",Kharif     ,37,20
Soyabean,Birbhum,"2,012",Kharif     ,43,23
Soyabean,Birbhum,"2,013",Kharif     ,37,20
Soyabean,Birbhum,"2,014",Kharif     ,40,22
Soyabean,Birbhum,"2,015",Kharif     ,42,23
Soyabean,Birbhum,"2,016",Kharif     ,43,24
Soyabean,Birbhum,"2,017",Kharif     ,40,22
Soyabean,Birbhum,"2,018",Kharif     ,54,103
Soyabean,Birbhum,"2,019",Kharif     ,34,65
Soyabean,Darjeeling,"1,997",Kharif     ,533,348
Soyabean,Darjeeling,"1,998",Kharif     ,533,349
Soyabean,Darjeeling,"1,999",Kharif     ,533,349
Soyabean,Darjeeling,"2,000",Kharif     ,490,294
Soyabean,Darjeeling,"2,001",Kharif     ,490,294
Soyabean,Darjeeling,"2,002",Kharif     ,490,294
Soyabean,Darjeeling,"2,004",Kharif     ,485,279
Soyabean,Darjeeling,"2,005",Kharif     ,485,279
Soyabean,Darjeeling,"2,006",Kharif     ,485,291
Soyabean,Darjeeling,"2,007",Kharif     ,480,288
Soyabean,Darjeeling,"2,008",Kharif     ,480,288
Soyabean,Darjeeling,"2,009",Kharif     ,480,288
Soyabean,Darjeeling,"2,010",Kharif     ,480,288
Soyabean,Darjeeling,"2,011",Kharif     ,526,440
Soyabean,Darjeeling,"2,012",Kharif     ,485,405
Soyabean,Darjeeling,"2,013",Kharif     ,524,376
Soyabean,Darjeeling,"2,014",Kharif     ,530,383
Soyabean,Darjeeling,"2,015",Kharif     ,528,396
Soyabean,Darjeeling,"2,016",Kharif     ,529,400
Soyabean,Darjeeling,"2,017",Kharif     ,215,172
Soyabean,Darjeeling,"2,018",Kharif     ,215,172
Soyabean,Darjeeling,"2,019",Kharif     ,215,129
Soyabean,Kalimpong,"2,017",Kharif     ,143,186
Soyabean,Kalimpong,"2,018",Kharif     ,147,59
Soyabean,West Medinipur,"1,997",Kharif     ,258,103
Soyabean,West Medinipur,"1,998",Kharif     ,26,10
Soyabean,West Medinipur,"1,999",Kharif     ,10,1
Soyabean,East Bardhaman,"1,997",Kharif     ,65,51
Soyabean,East Bardhaman,"1,998",Kharif     ,45,31
Soyabean,East Bardhaman,"1,999",Kharif     ,25,17
Soyabean,East Bardhaman,"2,000",Kharif     ,15,10
Soyabean,East Bardhaman,"2,001",Kharif     ,10,6
Soyabean,East Bardhaman,"2,002",Kharif     ,10,8
Soyabean,East Bardhaman,"2,003",Kharif     ,10,8
Soyabean,East Bardhaman,"2,004",Kharif     ,3,2
Soyabean,East Bardhaman,"2,005",Kharif     ,18,13
Soyabean,East Bardhaman,"2,006",Kharif     ,11,9
Soyabean,East Bardhaman,"2,007",Kharif     ,12,11
Soyabean,East Bardhaman,"2,008",Kharif     ,11,10
Soyabean,East Bardhaman,"2,009",Kharif     ,22,17
Soyabean,East Bardhaman,"2,010",Kharif     ,5,4
Soyabean,East Bardhaman,"2,011",Kharif     ,18,14
Soyabean,East Bardhaman,"2,012",Kharif     ,15,11
Soyabean,East Bardhaman,"2,013",Kharif     ,6,5
Soyabean,East Bardhaman,"2,014",Kharif     ,7,5
Soyabean,East Bardhaman,"2,015",Kharif     ,13,10
Soyabean,East Bardhaman,"2,016",Kharif     ,15,12
Soyabean, Purulia,"1,997",Kharif     ,270,92
Soyabean, Purulia,"1,998",Kharif     ,78,24
Soyabean, Purulia,"1,999",Kharif     ,28,7
Soyabean, Purulia,"2,013",Kharif     ,15,6
Soyabean, Purulia,"2,014",Kharif     ,18,7
Soyabean, Purulia,"2,015",Kharif     ,17,7
Soyabean, Purulia,"2,016",Kharif     ,18,7
Moth, Purulia,"2,013",Rabi       ,15,13
Moth, Purulia,"2,014",Kharif     ,16,14
Moth, Purulia,"2,015",Rabi       ,16,14
Moth, Purulia,"2,016",Rabi       ,16,15
Urad,24 Parganas North,"1,997",Kharif     ,"1,992","1,310"
Urad,24 Parganas North,"1,997",Rabi       ,295,58
Urad,24 Parganas North,"1,997",,"2,287","1,368"
Urad,24 Parganas North,"1,998",Kharif     ,"1,738","1,240"
Urad,24 Parganas North,"1,999",Kharif     ,"3,317","2,531"
Urad,24 Parganas North,"2,000",Kharif     ,"1,266",770
Urad,24 Parganas North,"2,001",Kharif     ,"1,738",935
Urad,24 Parganas North,"2,002",Kharif     ,"1,224",879
Urad,24 Parganas North,"2,003",Kharif     ,"1,597","1,143"
Urad,24 Parganas North,"2,004",Kharif     ,854,767
Urad,24 Parganas North,"2,005",Kharif     ,"1,730","1,454"
Urad,24 Parganas North,"2,006",Kharif     ,"2,190","1,636"
Urad,24 Parganas North,"2,007",Kharif     ,836,808
Urad,24 Parganas North,"2,008",Kharif     ,"2,461","2,162"
Urad,24 Parganas North,"2,009",Kharif     ,"2,394","1,695"
Urad,24 Parganas North,"2,010",Kharif     ,"1,375","1,164"
Urad,24 Parganas North,"2,011",Kharif     ,"1,739","1,876"
Urad,24 Parganas North,"2,012",Kharif     ,"1,937","1,313"
Urad,24 Parganas North,"2,013",Kharif     ,"2,223","1,787"
Urad,24 Parganas North,"2,013",Rabi       ,515,226
Urad,24 Parganas North,"2,013",,"2,738","2,013"
Urad,24 Parganas North,"2,014",Kharif     ,"2,655","2,080"
Urad,24 Parganas North,"2,014",Rabi       ,780,960
Urad,24 Parganas North,"2,014",,"3,435","3,040"
Urad,24 Parganas North,"2,015",Kharif     ,"3,087","2,535"
Urad,24 Parganas North,"2,015",Rabi       ,785,967
Urad,24 Parganas North,"2,015",,"3,872","3,502"
Urad,24 Parganas North,"2,016",Kharif     ,"4,132","3,054"
Urad,24 Parganas North,"2,016",Rabi       ,260,304
Urad,24 Parganas North,"2,016",,"4,392","3,358"
Urad,24 Parganas North,"2,017",Kharif     ,"4,299","2,793"
Urad,24 Parganas North,"2,018",Kharif     ,"3,531","2,307"
Urad,24 Parganas North,"2,019",Kharif     ,"4,081","2,361"
Urad,24 Parganas South,"1,997",Kharif     ,128,80
Urad,24 Parganas South,"1,997",Rabi       ,874,743
Urad,24 Parganas South,"1,997",,"1,002",823
Urad,24 Parganas South,"1,998",Kharif     ,142,100
Urad,24 Parganas South,"1,998",Rabi       ,400,320
Urad,24 Parganas South,"1,998",,542,420
Urad,24 Parganas South,"1,999",Kharif     ,7,5
Urad,24 Parganas South,"1,999",Rabi       ,400,300
Urad,24 Parganas South,"1,999",,407,305
Urad,24 Parganas South,"2,000",Kharif     ,319,190
Urad,24 Parganas South,"2,000",Rabi       ,20,15
Urad,24 Parganas South,"2,000",,339,205
Urad,24 Parganas South,"2,001",Kharif     ,120,65
Urad,24 Parganas South,"2,002",Kharif     ,125,90
Urad,24 Parganas South,"2,003",Kharif     ,25,18
Urad,24 Parganas South,"2,004",Kharif     ,46,41
Urad,24 Parganas South,"2,005",Kharif     ,56,47
Urad,24 Parganas South,"2,006",Kharif     ,65,49
Urad,24 Parganas South,"2,007",Kharif     ,58,56
Urad,24 Parganas South,"2,008",Kharif     ,264,232
Urad,24 Parganas South,"2,009",Kharif     ,213,151
Urad,24 Parganas South,"2,010",Kharif     ,117,87
Urad,24 Parganas South,"2,011",Kharif     ,289,191
Urad,24 Parganas South,"2,012",Kharif     ,70,47
Urad,24 Parganas South,"2,013",Kharif     ,535,430
Urad,24 Parganas South,"2,014",Kharif     ,600,470
Urad,24 Parganas South,"2,015",Kharif     ,643,528
Urad,24 Parganas South,"2,016",Kharif     ,674,498
Urad,24 Parganas South,"2,017",Kharif     ,607,394
Urad,24 Parganas South,"2,018",Kharif     ,549,359
Urad,24 Parganas South,"2,019",Kharif     ,587,340
Urad,Alipurduar,"2,016",Kharif     ,"1,190",804
Urad,Alipurduar,"2,016",Rabi       ,205,279
Urad,Alipurduar,"2,016",,"1,395","1,083"
Urad,Alipurduar,"2,017",Kharif     ,"1,248",678
Urad,Alipurduar,"2,017",Rabi       ,480,213
Urad,Alipurduar,"2,017",,"1,728",891
Urad,Alipurduar,"2,018",Kharif     ,"2,186","1,634"
Urad,Alipurduar,"2,018",Rabi       ,470,284
Urad,Alipurduar,"2,018",,"2,656","1,918"
Urad,Alipurduar,"2,019",Kharif     ,"1,741","1,275"
Urad,Alipurduar,"2,019",Rabi       ,330,203
Urad,Alipurduar,"2,019",,"2,071","1,478"
Urad,Bankura,"1,997",Kharif     ,724,430
Urad,Bankura,"1,998",Kharif     ,91,20
Urad,Bankura,"1,999",Kharif     ,348,192
Urad,Bankura,"1,999",Rabi       ,10,5
Urad,Bankura,"1,999",,358,197
Urad,Bankura,"2,000",Kharif     ,11,4
Urad,Bankura,"2,000",Rabi       ,10,5
Urad,Bankura,"2,000",,21,9
Urad,Bankura,"2,001",Kharif     ,142,73
Urad,Bankura,"2,001",Rabi       ,10,4
Urad,Bankura,"2,001",,152,77
Urad,Bankura,"2,002",Kharif     ,215,60
Urad,Bankura,"2,002",Rabi       ,10,5
Urad,Bankura,"2,002",,225,65
Urad,Bankura,"2,003",Kharif     ,108,30
Urad,Bankura,"2,003",Rabi       ,10,5
Urad,Bankura,"2,003",,118,35
Urad,Bankura,"2,004",Kharif     ,4,2
Urad,Bankura,"2,004",Rabi       ,10,5
Urad,Bankura,"2,004",,14,7
Urad,Bankura,"2,005",Kharif     ,42,10
Urad,Bankura,"2,005",Rabi       ,10,5
Urad,Bankura,"2,005",,52,15
Urad,Bankura,"2,006",Kharif     ,2,1
Urad,Bankura,"2,006",Rabi       ,15,6
Urad,Bankura,"2,006",,17,7
Urad,Bankura,"2,007",Kharif     ,18,6
Urad,Bankura,"2,008",Kharif     ,9,3
Urad,Bankura,"2,009",Kharif     ,2, 
Urad,Bankura,"2,010",Kharif     ,6,1
Urad,Bankura,"2,011",Kharif     ,39,5
Urad,Bankura,"2,012",Kharif     ,33,9
Urad,Bankura,"2,013",Kharif     ,6,1
Urad,Bankura,"2,014",Kharif     ,5,1
Urad,Bankura,"2,015",Kharif     ,14,4
Urad,Bankura,"2,016",Kharif     ,29,24
Urad,Bankura,"2,017",Kharif     ,36,13
Urad,Bankura,"2,017",Rabi       ,60,33
Urad,Bankura,"2,017",,96,46
Urad,Bankura,"2,018",Kharif     ,12,4
Urad,Bankura,"2,018",Rabi       ,60,34
Urad,Bankura,"2,018",,72,38
Urad,Bankura,"2,019",Kharif     ,8,4
Urad,Bankura,"2,019",Rabi       ,67,39
Urad,Bankura,"2,019",,75,43
Urad,Birbhum,"1,997",Kharif     ,569,340
Urad,Birbhum,"1,998",Kharif     ,206,40
Urad,Birbhum,"1,999",Kharif     ,155,86
Urad,Birbhum,"2,000",Kharif     ,197,80
Urad,Birbhum,"2,001",Kharif     ,95,49
Urad,Birbhum,"2,002",Kharif     ,155,43
Urad,Birbhum,"2,003",Kharif     ,127,36
Urad,Birbhum,"2,004",Kharif     ,258,111
Urad,Birbhum,"2,005",Kharif     ,210,48
Urad,Birbhum,"2,006",Kharif     ,216,74
Urad,Birbhum,"2,007",Kharif     ,116,35
Urad,Birbhum,"2,008",Kharif     ,270,104
Urad,Birbhum,"2,009",Kharif     ,181,52
Urad,Birbhum,"2,010",Kharif     ,172,30
Urad,Birbhum,"2,011",Kharif     ,57,16
Urad,Birbhum,"2,012",Kharif     ,112,32
Urad,Birbhum,"2,013",Kharif     ,49,10
Urad,Birbhum,"2,014",Kharif     ,135,37
Urad,Birbhum,"2,015",Kharif     ,184,77
Urad,Birbhum,"2,016",Kharif     ,380,235
Urad,Birbhum,"2,017",Kharif     ,351,205
Urad,Birbhum,"2,018",Kharif     ,170,109
Urad,Birbhum,"2,019",Kharif     ,190,130
Urad,Coochbehar,"1,997",Kharif     ,"2,474","1,670"
Urad,Coochbehar,"1,997",Rabi       ,"3,515","2,109"
Urad,Coochbehar,"1,997",,"5,989","3,779"
Urad,Coochbehar,"1,998",Kharif     ,"2,079",720
Urad,Coochbehar,"1,998",Rabi       ,"5,000","3,000"
Urad,Coochbehar,"1,998",,"7,079","3,720"
Urad,Coochbehar,"1,999",Kharif     ,735,291
Urad,Coochbehar,"1,999",Rabi       ,"4,100","2,460"
Urad,Coochbehar,"1,999",,"4,835","2,751"
Urad,Coochbehar,"2,000",Kharif     ,"2,498","1,160"
Urad,Coochbehar,"2,000",Rabi       ,"4,200","2,520"
Urad,Coochbehar,"2,000",,"6,698","3,680"
Urad,Coochbehar,"2,001",Kharif     ,"3,808","1,880"
Urad,Coochbehar,"2,001",Rabi       ,"3,890","2,334"
Urad,Coochbehar,"2,001",,"7,698","4,214"
Urad,Coochbehar,"2,002",Kharif     ,"2,020","1,183"
Urad,Coochbehar,"2,002",Rabi       ,"3,500","2,100"
Urad,Coochbehar,"2,002",,"5,520","3,283"
Urad,Coochbehar,"2,003",Kharif     ,"2,159","1,072"
Urad,Coochbehar,"2,003",Rabi       ,"3,530","2,471"
Urad,Coochbehar,"2,003",,"5,689","3,543"
Urad,Coochbehar,"2,004",Kharif     ,"1,977",848
Urad,Coochbehar,"2,004",Rabi       ,"3,395","2,512"
Urad,Coochbehar,"2,004",,"5,372","3,360"
Urad,Coochbehar,"2,005",Kharif     ,"2,987",923
Urad,Coochbehar,"2,005",Rabi       ,"3,255","6,191"
Urad,Coochbehar,"2,005",,"6,242","7,114"
Urad,Coochbehar,"2,006",Kharif     ,"2,741",862
Urad,Coochbehar,"2,006",Rabi       ,"3,830","2,834"
Urad,Coochbehar,"2,006",,"6,571","3,696"
Urad,Coochbehar,"2,007",Kharif     ,"1,127",494
Urad,Coochbehar,"2,007",Rabi       ,"3,360","2,503"
Urad,Coochbehar,"2,007",,"4,487","2,997"
Urad,Coochbehar,"2,008",Kharif     ,"2,319","1,060"
Urad,Coochbehar,"2,008",Rabi       ,"3,365","2,524"
Urad,Coochbehar,"2,008",,"5,684","3,584"
Urad,Coochbehar,"2,009",Kharif     ,913,583
Urad,Coochbehar,"2,009",Rabi       ,"3,410","2,609"
Urad,Coochbehar,"2,009",,"4,323","3,192"
Urad,Coochbehar,"2,010",Kharif     ,480,202
Urad,Coochbehar,"2,010",Rabi       ,"3,425","2,637"
Urad,Coochbehar,"2,010",,"3,905","2,839"
Urad,Coochbehar,"2,011",Kharif     ,"1,892",961
Urad,Coochbehar,"2,011",Rabi       ,"3,440","2,683"
Urad,Coochbehar,"2,011",,"5,332","3,644"
Urad,Coochbehar,"2,012",Kharif     ,"2,345",912
Urad,Coochbehar,"2,012",Rabi       ,"3,425","2,644"
Urad,Coochbehar,"2,012",,"5,770","3,556"
Urad,Coochbehar,"2,013",Kharif     ,"2,332",771
Urad,Coochbehar,"2,013",Rabi       ,"1,950","1,560"
Urad,Coochbehar,"2,013",,"4,282","2,331"
Urad,Coochbehar,"2,014",Kharif     ,"2,548","1,308"
Urad,Coochbehar,"2,014",Rabi       ,"2,438","1,928"
Urad,Coochbehar,"2,014",,"4,986","3,236"
Urad,Coochbehar,"2,015",Kharif     ,"2,343","1,259"
Urad,Coochbehar,"2,015",Rabi       ,"2,532","2,013"
Urad,Coochbehar,"2,015",,"4,875","3,272"
Urad,Coochbehar,"2,016",Kharif     ,"1,226",716
Urad,Coochbehar,"2,016",Rabi       ,"2,798","2,219"
Urad,Coochbehar,"2,016",,"4,024","2,935"
Urad,Coochbehar,"2,017",Kharif     ,"1,198",739
Urad,Coochbehar,"2,017",Rabi       ,455,346
Urad,Coochbehar,"2,017",,"1,653","1,085"
Urad,Coochbehar,"2,018",Kharif     ,936,341
Urad,Coochbehar,"2,018",Rabi       ,425,319
Urad,Coochbehar,"2,018",,"1,361",660
Urad,Coochbehar,"2,019",Kharif     ,"1,426","1,005"
Urad,Coochbehar,"2,019",Rabi       ,350,273
Urad,Coochbehar,"2,019",,"1,776","1,278"
Urad,Darjeeling,"1,997",Kharif     ,103,800
Urad,Darjeeling,"1,997",Rabi       ,92,56
Urad,Darjeeling,"1,997",,195,856
Urad,Darjeeling,"1,998",Kharif     ,67,20
Urad,Darjeeling,"1,998",Rabi       ,92,55
Urad,Darjeeling,"1,998",,159,75
Urad,Darjeeling,"1,999",Kharif     ,139,55
Urad,Darjeeling,"1,999",Rabi       ,65,46
Urad,Darjeeling,"1,999",,204,101
Urad,Darjeeling,"2,000",Kharif     ,244,110
Urad,Darjeeling,"2,000",Rabi       ,90,59
Urad,Darjeeling,"2,000",,334,169
Urad,Darjeeling,"2,001",Kharif     ,261,221
Urad,Darjeeling,"2,001",Rabi       ,225,119
Urad,Darjeeling,"2,001",,486,340
Urad,Darjeeling,"2,002",Kharif     ,295,215
Urad,Darjeeling,"2,002",Rabi       ,25,19
Urad,Darjeeling,"2,002",,320,234
Urad,Darjeeling,"2,003",Kharif     ,299,194
Urad,Darjeeling,"2,003",Rabi       ,25,19
Urad,Darjeeling,"2,003",,324,213
Urad,Darjeeling,"2,004",Kharif     ,260,175
Urad,Darjeeling,"2,004",Rabi       ,225,119
Urad,Darjeeling,"2,004",,485,294
Urad,Darjeeling,"2,005",Kharif     ,274,95
Urad,Darjeeling,"2,005",Rabi       ,221,136
Urad,Darjeeling,"2,005",,495,231
Urad,Darjeeling,"2,006",Kharif     ,260,150
Urad,Darjeeling,"2,006",Rabi       ,218,114
Urad,Darjeeling,"2,006",,478,264
Urad,Darjeeling,"2,007",Kharif     ,211,177
Urad,Darjeeling,"2,007",Rabi       ,218,114
Urad,Darjeeling,"2,007",,429,291
Urad,Darjeeling,"2,008",Kharif     ,228,136
Urad,Darjeeling,"2,008",Rabi       ,218,114
Urad,Darjeeling,"2,008",,446,250
Urad,Darjeeling,"2,009",Kharif     ,222,94
Urad,Darjeeling,"2,009",Rabi       ,220,114
Urad,Darjeeling,"2,009",,442,208
Urad,Darjeeling,"2,010",Kharif     ,204,156
Urad,Darjeeling,"2,010",Rabi       ,220,116
Urad,Darjeeling,"2,010",,424,272
Urad,Darjeeling,"2,011",Kharif     ,215,107
Urad,Darjeeling,"2,011",Rabi       ,220,116
Urad,Darjeeling,"2,011",,435,223
Urad,Darjeeling,"2,012",Kharif     ,216,172
Urad,Darjeeling,"2,012",Rabi       ,220,115
Urad,Darjeeling,"2,012",,436,287
Urad,Darjeeling,"2,013",Kharif     ,295,234
Urad,Darjeeling,"2,013",Rabi       ,210,110
Urad,Darjeeling,"2,013",,505,344
Urad,Darjeeling,"2,014",Kharif     ,287,228
Urad,Darjeeling,"2,014",Rabi       ,205,173
Urad,Darjeeling,"2,014",,492,401
Urad,Darjeeling,"2,015",Kharif     ,310,236
Urad,Darjeeling,"2,015",Rabi       ,222,182
Urad,Darjeeling,"2,015",,532,418
Urad,Darjeeling,"2,016",Kharif     ,451,336
Urad,Darjeeling,"2,016",Rabi       ,221,184
Urad,Darjeeling,"2,016",,672,520
Urad,Darjeeling,"2,017",Kharif     ,499,310
Urad,Darjeeling,"2,017",Rabi       ,250,125
Urad,Darjeeling,"2,017",,749,435
Urad,Darjeeling,"2,018",Kharif     ,337,227
Urad,Darjeeling,"2,018",Rabi       ,425,221
Urad,Darjeeling,"2,018",,762,448
Urad,Darjeeling,"2,019",Kharif     ,375,264
Urad,Darjeeling,"2,019",Rabi       ,425,221
Urad,Darjeeling,"2,019",,800,485
Urad,South Dinajpur,"1,997",Kharif     ,"2,155","1,060"
Urad,South Dinajpur,"1,997",Rabi       ,"3,575","3,242"
Urad,South Dinajpur,"1,997",,"5,730","4,302"
Urad,South Dinajpur,"1,998",Kharif     ,"2,155",900
Urad,South Dinajpur,"1,998",Rabi       ,"3,075","2,346"
Urad,South Dinajpur,"1,998",,"5,230","3,246"
Urad,South Dinajpur,"1,999",Kharif     ,973,451
Urad,South Dinajpur,"1,999",Rabi       ,"2,365","1,767"
Urad,South Dinajpur,"1,999",,"3,338","2,218"
Urad,South Dinajpur,"2,000",Kharif     ,855,300
Urad,South Dinajpur,"2,000",Rabi       ,"2,365","1,769"
Urad,South Dinajpur,"2,000",,"3,220","2,069"
Urad,South Dinajpur,"2,001",Kharif     ,932,558
Urad,South Dinajpur,"2,001",Rabi       ,"2,110","1,469"
Urad,South Dinajpur,"2,001",,"3,042","2,027"
Urad,South Dinajpur,"2,002",Kharif     ,935,493
Urad,South Dinajpur,"2,002",Rabi       ,"2,100","1,481"
Urad,South Dinajpur,"2,002",,"3,035","1,974"
Urad,South Dinajpur,"2,003",Kharif     ,770,297
Urad,South Dinajpur,"2,003",Rabi       ,"2,550","1,752"
Urad,South Dinajpur,"2,003",,"3,320","2,049"
Urad,South Dinajpur,"2,004",Kharif     ,843,278
Urad,South Dinajpur,"2,005",Kharif     ,726,314
Urad,South Dinajpur,"2,006",Kharif     ,507,209
Urad,South Dinajpur,"2,007",Kharif     ,659,326
Urad,South Dinajpur,"2,008",Kharif     ,815,535
Urad,South Dinajpur,"2,009",Kharif     ,586,412
Urad,South Dinajpur,"2,010",Kharif     ,646,262
Urad,South Dinajpur,"2,011",Kharif     ,696,258
Urad,South Dinajpur,"2,012",Kharif     ,713,342
Urad,South Dinajpur,"2,013",Kharif     ,683,598
Urad,South Dinajpur,"2,014",Kharif     ,613,350
Urad,South Dinajpur,"2,015",Kharif     ,768,422
Urad,South Dinajpur,"2,016",Kharif     ,772,350
Urad,South Dinajpur,"2,017",Kharif     ,745,529
Urad,South Dinajpur,"2,018",Kharif     ,"1,223",740
Urad,South Dinajpur,"2,019",Kharif     ,903,519
Urad,North Dinajpur,"1,997",Kharif     ,"5,976","2,540"
Urad,North Dinajpur,"1,997",Rabi       ,"5,105","2,364"
Urad,North Dinajpur,"1,997",,"11,081","4,904"
Urad,North Dinajpur,"1,998",Kharif     ,"6,067","2,120"
Urad,North Dinajpur,"1,998",Rabi       ,"2,238","1,414"
Urad,North Dinajpur,"1,998",,"8,305","3,534"
Urad,North Dinajpur,"1,999",Kharif     ,"2,549","1,014"
Urad,North Dinajpur,"1,999",Rabi       ,"2,500","1,563"
Urad,North Dinajpur,"1,999",,"5,049","2,577"
Urad,North Dinajpur,"2,000",Kharif     ,"1,615",740
Urad,North Dinajpur,"2,000",Rabi       ,"2,500","1,563"
Urad,North Dinajpur,"2,000",,"4,115","2,303"
Urad,North Dinajpur,"2,001",Kharif     ,"2,042","1,060"
Urad,North Dinajpur,"2,001",Rabi       ,"1,790","6,453"
Urad,North Dinajpur,"2,001",,"3,832","7,513"
Urad,North Dinajpur,"2,002",Kharif     ,"1,848",796
Urad,North Dinajpur,"2,002",Rabi       ,"2,025","1,337"
Urad,North Dinajpur,"2,002",,"3,873","2,133"
Urad,North Dinajpur,"2,003",Kharif     ,"2,017",737
Urad,North Dinajpur,"2,003",Rabi       ,"1,740","1,065"
Urad,North Dinajpur,"2,003",,"3,757","1,802"
Urad,North Dinajpur,"2,004",Kharif     ,"1,784",826
Urad,North Dinajpur,"2,004",Rabi       ,"1,032",622
Urad,North Dinajpur,"2,004",,"2,816","1,448"
Urad,North Dinajpur,"2,005",Kharif     ,"1,920",839
Urad,North Dinajpur,"2,005",Rabi       ,962,592
Urad,North Dinajpur,"2,005",,"2,882","1,431"
Urad,North Dinajpur,"2,006",Kharif     ,"1,905","1,135"
Urad,North Dinajpur,"2,006",Rabi       ,671,463
Urad,North Dinajpur,"2,006",,"2,576","1,598"
Urad,North Dinajpur,"2,007",Kharif     ,723,338
Urad,North Dinajpur,"2,007",Rabi       ,671,463
Urad,North Dinajpur,"2,007",,"1,394",801
Urad,North Dinajpur,"2,008",Kharif     ,"1,037",824
Urad,North Dinajpur,"2,008",Rabi       ,605,454
Urad,North Dinajpur,"2,008",,"1,642","1,278"
Urad,North Dinajpur,"2,009",Kharif     ,"1,230","1,114"
Urad,North Dinajpur,"2,009",Rabi       ,730,653
Urad,North Dinajpur,"2,009",,"1,960","1,767"
Urad,North Dinajpur,"2,010",Kharif     ,"1,400",863
Urad,North Dinajpur,"2,010",Rabi       ,615,523
Urad,North Dinajpur,"2,010",,"2,015","1,386"
Urad,North Dinajpur,"2,011",Kharif     ,"1,096",289
Urad,North Dinajpur,"2,011",Rabi       ,586,495
Urad,North Dinajpur,"2,011",,"1,682",784
Urad,North Dinajpur,"2,012",Kharif     ,"1,115",757
Urad,North Dinajpur,"2,012",Rabi       ,644,557
Urad,North Dinajpur,"2,012",,"1,759","1,314"
Urad,North Dinajpur,"2,013",Kharif     ,"2,312","1,711"
Urad,North Dinajpur,"2,013",Rabi       ,370,157
Urad,North Dinajpur,"2,013",,"2,682","1,868"
Urad,North Dinajpur,"2,014",Kharif     ,"1,263",916
Urad,North Dinajpur,"2,014",Rabi       ,533,363
Urad,North Dinajpur,"2,014",,"1,796","1,279"
Urad,North Dinajpur,"2,015",Kharif     ,"1,788",928
Urad,North Dinajpur,"2,015",Rabi       ,559,427
Urad,North Dinajpur,"2,015",,"2,347","1,355"
Urad,North Dinajpur,"2,016",Kharif     ,"1,583","1,117"
Urad,North Dinajpur,"2,016",Rabi       ,572,460
Urad,North Dinajpur,"2,016",,"2,155","1,577"
Urad,North Dinajpur,"2,017",Kharif     ,"1,600","1,095"
Urad,North Dinajpur,"2,017",Rabi       ,880,510
Urad,North Dinajpur,"2,017",,"2,480","1,605"
Urad,North Dinajpur,"2,018",Kharif     ,"2,344","1,511"
